X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-71.37395,19.867988,train,9.337774317363182E-5,37.56067569464887,0.4292657751835094
-68.964836,18.21035,train,8.528244615149063E-5,34.06655918944369,0.4072050294539264
-68.304496,12.389324,train,1.736274491715673E-4,64.38468547262555,0.5830754902212792
-61.73855,15.96073,train,6.501034407082268E-5,23.7899489812932,0.34367626980653454
-97.06514,21.088155,train,6.016703476036953E-5,19.1526844621176,0.32643012850797104
-97.353893,21.100641,train,5.249952093730234E-5,10.587933221046796,0.29719387402686265
-97.265033,21.083385,train,5.3202890072706555E-5,11.203528548388407,0.29998113455265735
-62.438764,17.221681,train,5.70457555617396E-5,15.581151147267027,0.314827288507877
-62.427965,17.321353,train,5.632535592389878E-5,14.826723159976286,0.3120923178109359
-97.236393,21.023983,train,5.425360923060369E-5,12.165922830049265,0.304103910802144
-87.397179,18.404929,train,5.25900309514156E-4,96.3084037670361,0.8090132516792994
-97.219677,20.974224,train,5.309888469195643E-5,11.13187398272603,0.29957038317528834
-77.038157,26.599048,train,6.330771467460557E-5,22.455075931031416,0.33771509211999073
-77.191047,26.548496,train,6.30351175923021E-5,22.208816752170502,0.3367506150834179
-86.744717,21.113141,train,5.254020858682644E-4,96.28876053648789,0.8088667600645514
-63.371309,17.65171,train,5.834197370915759E-5,17.012814119190267,0.3196939536004281
-87.309675,20.352105,train,5.479102307004667E-4,96.99780835733938,0.8152680416438135
-69.03724,18.311766,train,8.373831066598803E-5,33.304562271801636,0.40280194237242867
-69.077298,18.227151,train,8.422436466147087E-5,33.570889300235116,0.40419495820457296
-71.345547,19.960643,train,9.49798758216828E-5,38.4651179362051,0.4334385827485622
-67.23894,18.230822,train,7.272653913145734E-5,28.681121986844502,0.36939944797269214
-67.321612,18.326616,train,7.208182453846137E-5,28.447478833520943,0.3673276391238634
-65.271301,18.277714,train,6.351319086294311E-5,22.611303458587237,0.33844023638571075
-62.949034,17.45317,train,5.703105007786848E-5,15.567378695368415,0.31477167712982684
-82.247717,9.205148,train,1.2012152427169776E-4,48.62327695333363,0.4917516272660848
-68.374634,12.174073,train,1.8636095143507918E-4,67.94548877428404,0.6001727556787861
-82.250583,9.331017,train,1.4517157347463235E-4,56.2204305637235,0.5390244411285712
-68.354763,12.047922,train,1.856181569950827E-4,67.65022081207397,0.5992140119591718
-62.687689,17.024797,train,5.942432376497746E-5,18.20867215476035,0.32370499577527523
-86.835168,20.900389,train,5.611994933833835E-4,97.35797473588673,0.8188500784576248
-80.238469,25.056498,train,3.69864741968955E-4,92.54849501315299,0.7486898464136573
-68.224552,18.529464,train,8.73825741686219E-5,34.934465023744245,0.4130903551237642
-81.421032,24.460907,train,1.553276655875588E-4,58.595656506326016,0.5557760109834988
-87.20238,20.415026,train,5.624231737460799E-4,97.38948683982645,0.8191729416470718
-86.48239,15.888568,train,2.0445677062812064E-4,73.37130624835633,0.6221904835309555
-79.83888,15.82253,train,1.8394600580662443E-4,67.14893490950892,0.5970388065728706
-82.759964,9.763116,train,1.4273242413331561E-4,55.75456504133623,0.5348114134119822
-79.99915,15.80542,train,1.9976979042271773E-4,71.97800333172279,0.6167237628953868
-97.216431,21.446042,train,6.02786735136388E-5,19.278360615878142,0.32683785252330194
-61.83092,16.14202,train,6.400189783115031E-5,23.005929590485604,0.3401585648056177
-87.9699,17.885,train,1.683148732611488E-4,62.508836686058714,0.5755021575015427
-68.254308,12.399854,train,1.70600621463984E-4,63.34478578957367,0.5787940627998603
-97.373777,21.172201,train,5.2463765900074565E-5,10.55195229901715,0.2970515935873677
-65.296267,18.305017,train,6.383277056405955E-5,22.857649174446042,0.33956491226880803
-67.335739,18.340378,train,7.059221677006383E-5,27.71636235142382,0.36248827902932806
-87.889893,18.278859,train,1.7574498436625816E-4,65.00836858661498,0.5860193497350731
-61.227751,15.288216,train,6.56635131199257E-5,24.26468731471937,0.3459347368799693
-96.275085,19.534577,train,4.204316422836311E-5,5.352682737006004,0.25297582686018183
-81.593484,24.588841,train,1.1931043024929136E-4,48.33558810245583,0.4900583946762966
-97.309594,21.555742,train,5.868705621878445E-5,17.387094019533198,0.32097793915411993
-86.67963,16.245396,train,2.1066252257536124E-4,74.97092405824998,0.6291931592766413
-80.25897,14.45737,train,2.4218060186763628E-4,81.18488070738292,0.6610962547772915
-87.630104,18.691672,train,4.1144210832550843E-4,93.79440785421751,0.7681987043149343
-87.603906,18.855188,train,5.046741270887373E-4,96.03881218972106,0.8025664385589243
-87.615182,18.93006,train,5.03048289237824E-4,95.97170791725047,0.802054647737137
-87.689417,18.636036,train,4.071604447089165E-4,93.71471086687787,0.7663306949679117
-64.468282,18.438494,train,5.99241600114301E-5,18.848108702221015,0.32554139963622253
-64.481156,18.228472,train,6.110303709011118E-5,20.414579209035068,0.32983335899663735
-64.468061,18.313503,train,6.071436758878948E-5,19.962167871579304,0.32842437139724356
-59.786197,13.116877,train,6.558864559413004E-5,24.214531151366177,0.34567665592635916
-59.645505,13.119678,train,6.468919266204742E-5,23.508101118358965,0.3425600930478375
-95.84977,19.199528,train,4.4543712646241366E-5,6.208155015827935,0.26404889217008987
-59.730617,13.053247,train,6.687811863663428E-5,25.12621766792965,0.35009342392838044
-74.568074,23.834189,train,9.598340483102732E-5,39.038574838696555,0.43602136950063014
-61.145576,13.848801,train,6.697777079717078E-5,25.2514593104014,0.350432276715124
-61.231805,15.248657,train,6.485086371159335E-5,23.651315511988116,0.343122462478996
-68.93929,12.027329,train,2.1553640399172606E-4,75.99147809556935,0.6345135430372157
-64.681668,18.260312,train,6.132698313088112E-5,20.624826181841673,0.33064251692199575
-80.489908,25.19802,train,3.619138920146287E-4,92.284091402906,0.744579020037066
-87.790721,17.24116,train,1.9365432054112131E-4,70.22014945060057,0.6093484534257243
-65.399403,18.239335,train,6.482549904256719E-5,23.62884651890377,0.3430342956372948
-67.111991,17.9239,train,7.674542700900332E-5,30.586969517121762,0.3820144558846829
-80.0792,19.6848,train,1.6945110325056182E-4,62.871776570473315,0.5771449481912809
-82.253454,9.58223,train,2.1552453623209684E-4,75.98901432781847,0.6345007734909195
-86.929655,16.05712,train,2.0105270526714187E-4,72.42479838554281,0.6182357703503933
-86.304987,16.240659,train,2.156006812866638E-4,76.00489187892822,0.6345826890229451
-87.756717,18.221959,train,2.7213461098750337E-4,86.02192396777953,0.6867129305007027
-79.8389,19.7127,train,1.671298796635896E-4,62.04865963068631,0.5737752098577198
-77.554481,26.100382,train,6.970426618547727E-5,27.18677308397894,0.3595681714374566
-68.996239,12.128578,train,2.1558179000908382E-4,76.00090031251685,0.6345623695383694
-68.929445,12.001867,train,2.1733493933158844E-4,76.40899104319587,0.6364384828112516
-87.760339,18.362073,train,2.896282157537417E-4,88.71542099689253,0.6999579580924724
-87.898289,17.21031,train,1.863810842315212E-4,67.95404281896928,0.6001986777492446
-65.5638,18.3377,train,6.371430837941527E-5,22.753788795654597,0.3391484623754413
-80.391691,25.076966,train,3.774979802405705E-4,92.76655670335688,0.752513853796337
-96.989028,20.764778,train,5.6923172738154066E-5,15.468594291743862,0.314363443787261
-88.062391,16.644969,train,1.6987345325262168E-4,63.01810149875212,0.577752355808211
-87.48054,17.292774,train,2.2915411805135463E-4,78.80343394298636,0.6486007627608776
-96.994861,20.754667,train,5.481590035575447E-5,13.003027268960887,0.30629032455767335
-88.185732,16.629784,train,1.6617229451226152E-4,61.74080167829589,0.5723693763785043
-94.808361,18.539778,train,4.504875803107379E-5,6.363569744642202,0.26624563411679036
-96.174165,19.246669,train,4.135198593365209E-5,5.121031158876873,0.24985608751214222
-88.14775,16.944769,train,1.661902648990612E-4,61.74621717220977,0.5723958441340827
-88.07608,16.790478,train,1.7061863021648134E-4,63.35079877726037,0.5788197960735237
-64.96644,18.27947,train,6.256763385074462E-5,21.813576189736235,0.33509005279143145
-64.83592,18.32323,train,6.194386910549155E-5,21.193568073872946,0.3328613676382135
-64.84812,18.35835,train,6.148378418835914E-5,20.763728615788576,0.3312079057404534
-65.03217,18.36054,train,6.205725475076012E-5,21.302877489947893,0.3332676001712226
-64.68713,18.34403,train,6.097372609676282E-5,20.282687369995166,0.3293652432114089
-64.77394,18.36764,train,6.119483956182299E-5,20.50764912911389,0.33016529457175703
-65.0863,18.25923,train,6.288101153431953E-5,22.081741112728583,0.33620412776399144
-64.7574,18.27609,train,6.163433137280062E-5,20.895035032856214,0.33174984649287675
-64.95516,18.32792,train,6.22553605179234E-5,21.480135852530967,0.33397617776707256
-64.91251,18.4065,train,6.17714669089919E-5,21.01689683761179,0.332242744050696
-65.06075,18.3783,train,6.23420797510552E-5,21.573136925538257,0.33428587828810297
-64.85204,18.23725,train,6.242195485530346E-5,21.665193476823593,0.33457088165014875
-65.12775,18.28588,train,6.319624453103398E-5,22.35202916783078,0.33732103826865273
-81.49292,24.578896,train,1.24604819102799E-4,50.34237070450034,0.500911715284792
-64.5353,18.3694,train,6.032807663433704E-5,19.33901186262225,0.3270181237498079
-68.961165,12.033449,train,2.1864558897415878E-4,76.72746606140261,0.637828524219373
-86.728759,20.83077,train,6.285710852191961E-4,98.79657094465311,0.8350637050939552
-68.852741,12.17859,train,2.056990037140293E-4,73.64597213707891,0.6236133337640577
-94.872278,18.551417,train,4.360197985192356E-5,5.866014988533226,0.2599174106024309
-65.27829,18.229872,train,6.412264920228757E-5,23.089796417808465,0.34058176083519653
-68.417,18.7006,train,9.149982805180204E-5,36.69547615711676,0.42429575350864357
-96.038703,19.100587,train,4.1835225541420204E-5,5.285710531015532,0.2520399961296949
-87.24115,19.519564,train,4.914645670217743E-4,95.26750473168809,0.7983300130108832
-80.273755,25.140576,train,3.718651873348665E-4,92.60545205206246,0.749703385915302
-68.956922,12.015565,train,2.2114119473713048E-4,77.28092581239038,0.640446123558732
-82.00032,9.382898,train,1.7244496630253086E-4,63.92901338492479,0.5814132770941124
-96.031576,19.308102,train,4.3596119550327944E-5,5.864256727081355,0.25989155560562516
-96.060338,19.357519,train,4.4620739270793355E-5,6.24069826794947,0.2643847763220065
-88.197802,16.922759,train,1.641991363081445E-4,61.21186627523753,0.5694431346505815
-88.038677,16.528759,train,1.695239747843088E-4,62.896920383685234,0.5772498739586098
-96.182695,19.37853,train,4.175253500437749E-5,5.259077835764322,0.25166719437616253
-61.623294,17.144814,train,5.875222735913597E-5,17.471260052850106,0.3212198845100803
-61.660226,17.058412,train,5.8978200556325674E-5,17.707278140847507,0.3220574675935609
-60.91307,14.41821,train,5.9686381104851206E-5,18.531187961350007,0.32466904262609536
-60.757731,11.346961,train,1.3518043822807125E-4,54.18068328532845,0.5212646773847024
-86.879513,20.861208,train,5.381473569591686E-4,96.83845117711854,0.8125449272937438
-87.372123,18.480497,train,5.683537460689073E-4,97.5422103917899,0.8207215340543191
-96.013216,19.168697,train,4.252442141688767E-5,5.508247843298948,0.2551327751059219
-96.116726,19.211654,train,4.181669903648349E-5,5.279743575452108,0.25195650358503235
-95.984807,19.119574,train,4.22069001537686E-5,5.405418263451391,0.25371107613464083
-95.808644,19.160518,train,4.3728663543000993E-5,5.904023791829071,0.26047588364113305
-87.319435,18.455739,train,5.328628990380753E-4,96.65226861656528,0.8110371995289152
-60.93,10.84,train,9.568322671262664E-5,38.86267839045941,0.43525127164213484
-64.548641,18.508115,train,6.015466512415668E-5,19.13903927798903,0.3263849220631018
-61.868611,17.406111,train,5.7310249680019497E-5,15.853610138841265,0.31582598064240464
-87.022267,20.314569,train,6.314894522005676E-4,98.84255066129664,0.8357007071090674
-65.994111,12.148472,train,1.182477467151423E-4,47.75760152187234,0.4878227971695462
-68.82922,11.44112,train,2.317688832722789E-4,79.40169331278653,0.6511823153920847
-95.938611,19.266667,train,4.4837335003410366E-5,6.304626965622591,0.26532762780168195
-86.741566,21.1618,train,4.954579977133187E-4,95.53233482205006,0.7996297920973618
-61.279722,14.086389,train,6.429726243085982E-5,23.2110719639981,0.3411927667732457
-61.284444,14.112778,train,6.334377326734423E-5,22.488409711254846,0.33784246117724476
-86.83525,20.91074,train,5.332091168460246E-4,96.69772650927956,0.8111367222441276
-87.82033,18.278457,train,2.636691204159867E-4,85.0716391996276,0.6798743808162903
-63.4499,17.2472,train,6.214726117903879E-5,21.383412207977976,0.3335897187328758
-95.92,19.06234,train,4.135652967404506E-5,5.122602642431066,0.24987668146621553
-95.83779,19.07921,train,4.298230221397104E-5,5.668050557105608,0.25717342125700393
-67.960334,18.06899,train,8.406374777050156E-5,33.474469836331416,0.4037353546035696
-67.903826,18.056677,train,8.308569406779237E-5,33.033432340970734,0.400921286369163
-80.090538,26.162451,train,6.427430101220025E-4,99.0198537241952,0.8381116674644122
-80.102493,26.01255,train,5.698323794431063E-4,97.58876716091824,0.8211035129937678
-82.809517,24.66868,train,7.976805428763457E-5,31.680363269029947,0.3911746487155967
-82.922302,24.63526,train,8.593297414267454E-5,34.32497794639143,0.40904062544012987
-82.905563,24.688881,train,8.039381185024885E-5,31.938192816590934,0.39303720703016
-80.348152,25.034967,train,3.7747810803335737E-4,92.76526806555638,0.7525040495532244
-80.413597,25.013283,train,3.8914385239142865E-4,93.24294127286907,0.7581289319808896
-80.218903,25.208883,train,3.6790999915135435E-4,92.49056169391484,0.7476915017181389
-86.779433,21.03115,train,5.574259444271948E-4,97.26079831975814,0.8178471427325454
-82.9804,12.31568,train,1.9894722535997175E-4,71.77294364952502,0.6157479933209209
-81.714584,24.480017,train,1.2632863081076445E-4,51.05318205484847,0.5043464594062588
-80.164566,25.388866,train,3.8235390243403797E-4,93.05275330657602,0.7548865315712247
-81.405151,24.546074,train,1.4626454618142244E-4,56.55111442439329,0.5408876227520031
-83.034401,12.18392,train,2.0709411650784103E-4,74.01733295438524,0.6251985691778296
-81.876953,24.452066,train,1.2739074536555434E-4,51.58783853403235,0.5064393142445847
-81.887413,24.475683,train,1.1816649921549553E-4,47.72269639722266,0.4876510676089852
-83.047997,12.19013,train,2.0301357310292098E-4,72.89756539784177,0.6205238807837714
-81.111313,24.625584,train,2.0006633327361963E-4,72.09356514166521,0.6170743232628909
-80.149147,25.484983,train,3.93234526247012E-4,93.38826850164969,0.7600412684589599
-81.559647,24.513866,train,1.3055376263742112E-4,52.98873883915706,0.5125685265514017
-83.033501,12.03012,train,2.112767103228822E-4,75.15720666097121,0.6298721278152811
-83.068398,12.18628,train,1.9884574151148032E-4,71.7453625214537,0.6156272634816293
-81.393082,24.5646,train,1.3431409305438352E-4,53.942989013089765,0.5196600132395427
-80.859947,24.723551,train,2.478718949741224E-4,82.5664303950557,0.6662808801968519
-80.754265,24.765966,train,2.7908299370319373E-4,87.00012791676656,0.6921113771907769
-60.91052,14.68928,train,6.043481242042291E-5,19.470049303310713,0.3274072715355806
-65.264786,18.338383,train,6.291373064882815E-5,22.108721248698494,0.33632023081777196
-65.314964,18.338083,train,6.32030298914542E-5,22.358301784031408,0.33734503834000207
-65.319397,18.157133,train,6.507285287196405E-5,23.841505103856232,0.34389308158320314
-65.53302,18.34215,train,6.371845538556116E-5,22.757424636327762,0.33916304990927637
-78.590469,9.47465,train,1.0739461690661783E-4,43.52061274429545,0.4638157776168548
-82.119965,9.26785,train,1.2297453107328282E-4,49.569714117803215,0.49761923111141254
-82.324165,9.423317,train,1.9005099425537398E-4,69.26996101871762,0.6048683928821245
-78.779213,9.596,train,1.1672733642683197E-4,47.13080827915399,0.48458996702993984
-78.731316,9.457434,train,1.0794021703182609E-4,43.74464972875319,0.46507623845228147
-78.870499,9.574984,train,1.1732980698830763E-4,47.393157410060645,0.4858758625030905
-82.102783,9.287,train,1.4598202440876338E-4,56.4819557617964,0.5404074551284772
-78.036499,9.5165,train,7.98163450854993E-5,31.700240994420778,0.39131879251885554
-82.03257,9.247033,train,1.2442260457720577E-4,50.26105958546443,0.5005458636846588
-78.676132,9.575283,train,1.162089804796114E-4,46.875521550535126,0.4834784442216247
-78.9627,9.4922,train,1.0621966677304862E-4,43.06565387569521,0.46108110178193007
-78.944366,9.55365,train,1.183023159967748E-4,47.79463087016661,0.4879380734462634
-82.080002,9.194166,train,1.0373867268361691E-4,42.09317422159415,0.45521399408182744
-81.324234,21.862467,train,1.7803405042031515E-4,65.66672360392813,0.5891552703633742
-82.430786,21.544283,train,1.8600212672285698E-4,67.79303093608165,0.5997101848476075
-81.681801,21.576967,train,1.8931423039847455E-4,69.05735392810016,0.6039396823098848
-81.46685,21.960484,train,1.7488264992129214E-4,64.70681360943837,0.5848255392721841
-81.417519,21.891001,train,1.7876383438342655E-4,65.8284937078974,0.5901450788296717
-81.247231,21.833334,train,1.773001751814313E-4,65.51397581902265,0.5881550800534109
-82.317146,21.562784,train,1.864509566792449E-4,67.9837303013723,0.6002886162564804
-81.635834,21.580917,train,1.9028591298906727E-4,69.3234825293938,0.6051635991544715
-81.519333,22.09885,train,1.677779109570852E-4,62.29266040846895,0.5747213538481283
-81.479446,21.969482,train,1.7516848620396493E-4,64.76896721735481,0.585222011399485
-82.09893,21.51545,train,1.8803645611610684E-4,68.58687882387565,0.6023186200093107
-81.957298,21.586367,train,1.8647290327165398E-4,67.99305499368202,0.6003168571492141
-81.197563,21.804667,train,1.808748147320301E-4,66.45503793550725,0.5929815437811357
-81.515869,22.021616,train,1.7143241111078057E-4,63.59399192808531,0.5799793609332374
-82.702919,21.481417,train,1.850103010857763E-4,67.44770284966393,0.5984260092262197
-82.782753,21.451134,train,1.845876341160628E-4,67.32312001383089,0.5978762499257942
-82.29277,21.548634,train,1.868960648124043E-4,68.16397418335694,0.6008606025458603
-83.194504,21.617884,train,1.8479985535869458E-4,67.38567310201992,0.5981524722990255
-81.096214,21.73835,train,1.802585064622629E-4,66.22380331670485,0.5921574937896261
-81.513168,22.158766,train,1.6565841158208827E-4,61.58593968718669,0.5716111128614182
-79.145279,22.653334,train,1.2203695807073932E-4,49.26199672197524,0.49570598478495087
-79.363052,22.718334,train,1.1908706877677446E-4,48.2570891900577,0.48959012422478004
-80.588608,23.236666,train,1.4433604090966098E-4,56.001559099213566,0.537589884882418
-80.964996,23.293055,train,1.7215348940782495E-4,63.793274809234276,0.5810015105906383
-79.755836,22.946667,train,1.2134773431565314E-4,49.00639400411161,0.4942902093001104
-79.584999,22.833611,train,1.1865260069242622E-4,48.02771578352619,0.48867680749256576
-80.126663,23.1,train,1.2765229063432427E-4,51.69155753366237,0.5069519697548374
-79.679443,22.893888,train,1.2020930597016027E-4,48.65563756818638,0.49193420546052835
-80.474167,23.210278,train,1.3527432290615215E-4,54.20972232306891,0.5214379290601633
-80.212776,23.151112,train,1.2935655630096502E-4,52.40043979269246,0.5102666010059874
